dt,vix,sp500,sp500_volume,djia,djia_volume,hsi,ads,us3m,joblessness,epu,GPRD,prev_day,sp500_pct_change,djia_pct_change
1997-09-02,24.53,927.580017,491870000.0,7879.78,54.77,13735.299805,0.726573,5.21,2,61.1595631166539,30.7787933349609,899.469971,3.1251789282913167,3.376355540628828
1997-09-03,24.95,927.859985,549060000.0,7894.64,54.6,14714.0,0.748807,5.14,2,61.1595631166539,53.3210067749023,927.580017,0.030182625204178137,0.18858394523706412
1997-09-04,25.27,930.869995,559310000.0,7867.23,52.71,14199.200195,0.768834,5.14,2,61.1595631166539,40.5207061767578,927.859985,0.32440347128450675,-0.3471975922904713
1997-09-05,24.31,929.049988,536400000.0,7822.4,51.45,14563.599609,0.786664,5.17,2,61.1595631166539,70.4801635742188,930.869995,-0.19551677568037107,-0.56983207558442
1997-09-08,24.4,931.200012,466430000.0,7835.18,38.99,14806.5,0.827925,5.16,2,61.1595631166539,40.5207061767578,929.049988,0.23142177792052632,0.16337696870527552
1997-09-09,23.89,933.619995,502200000.0,7851.9,48.79,14996.700195,0.83882,5.16,2,61.1595631166539,34.3757019042969,931.200012,0.2598778961355963,0.21339650142051525
1997-09-10,24.64,919.030029,517620000.0,7719.27,60.37,14805.400391,0.848442,5.11,2,61.1595631166539,43.1805839538574,933.619995,-1.5627306696660903,-1.689145302410866
1997-09-11,25.99,912.590027,575020000.0,7660.98,74.03,14308.299805,0.856796,5.13,2,61.1595631166539,58.8763236999512,919.030029,-0.7007390179630368,-0.7551232176099654
1997-09-12,25.17,923.909973,544150000.0,7742.97,58.66,14470.5,0.863885,5.1,2,61.1595631166539,59.337272644043,912.590027,1.240419647934643,1.0702286130495064
1997-09-15,25.74,919.77002,468030000.0,7721.13,47.7,14630.700195,0.877681,5.08,2,61.1595631166539,42.3331336975098,923.909973,-0.44809051974591396,-0.28206230942390276
1997-09-16,23.77,945.640015,636380000.0,7895.92,81.0,14411.200195,0.879923,5.09,2,61.1595631166539,45.0925445556641,919.77002,2.8126590818865704,2.263787813441809
1997-09-17,24.1,943.0,590550000.0,7886.43,63.07,14411.200195,0.881006,5.1,2,61.1595631166539,51.1593437194824,945.640015,-0.27917758958201366,-0.12018865439366033
1997-09-18,23.48,947.289978,566830000.0,7922.72,66.77,14419.5,0.880928,5.1,2,61.1595631166539,40.8958969116211,943.0,0.4549287380699818,0.4601575110664724
1997-09-19,22.74,950.51001,631040000.0,7917.26,74.7,14384.099609,0.879691,5.06,2,61.1595631166539,29.6825084686279,947.289978,0.33992041241672766,-0.06891572591231077
1997-09-22,22.08,955.429993,490900000.0,7996.83,59.82,14108.099609,0.868879,5.02,2,61.1595631166539,33.9944229125977,950.51001,0.5176150643589672,1.0050194132818602
1997-09-23,22.0,951.929993,522930000.0,7970.06,53.08,14094.400391,0.862721,5.02,2,61.1595631166539,57.6984100341797,955.429993,-0.3663272061420364,-0.3347576477178982
1997-09-24,22.64,944.47998,639460000.0,7906.7,68.04,14205.400391,0.855261,4.94,2,61.1595631166539,43.8750686645508,951.929993,-0.7826219422419234,-0.7949751946660477
1997-09-25,22.96,937.909973,524880000.0,7848.01,55.04,14636.599609,0.846495,4.93,2,61.1595631166539,45.2890129089355,944.47998,-0.6956216266225113,-0.7422818622181193
1997-09-26,22.26,945.219971,505340000.0,7922.17,51.05,14710.900391,0.83642,4.99,2,61.1595631166539,30.5946636199951,937.909973,0.7793922882191051,0.9449529243719113
1997-09-29,22.23,953.340027,477100000.0,7991.42,51.05,14864.400391,0.798014,5.07,2,61.1595631166539,30.8864135742188,945.219971,0.8590652175291424,0.8741291843017862
1997-09-30,22.91,947.280029,587500000.0,7945.25,49.84,15049.299805,0.78209,5.06,2,61.1595631166539,69.5917587280273,953.340027,-0.6356596626987066,-0.5777446311168721
1997-10-01,22.32,955.409973,598660000.0,8015.49,54.31,15049.299805,0.76455,5.1,2,83.6521501912816,28.6664524078369,947.280029,0.858240831761492,0.8840502186841181
1997-10-02,22.27,960.460022,474760000.0,8027.52,47.19,15049.299805,0.747707,5.07,2,83.6521501912816,38.8658676147461,955.409973,0.5285740302817477,0.15008439908228421
1997-10-03,21.54,965.030029,623370000.0,8038.57,77.87,15128.0,0.731555,5.03,2,83.6521501912816,52.7281379699707,960.460022,0.4758143905337908,0.13765147891253715
1997-10-06,21.61,972.690002,495620000.0,8100.21,46.02,14776.799805,0.687169,5.08,2,83.6521501912816,47.795093536377,965.030029,0.7937548853207854,0.7668030507913759
1997-10-07,20.29,983.119995,551970000.0,8178.31,54.93,14810.799805,0.673684,5.06,2,83.6521501912816,38.2955780029297,972.690002,1.0722833563164391,0.9641725337985019
1997-10-08,20.77,973.840027,573110000.0,8095.05,59.73,14838.5,0.660843,5.09,2,83.6521501912816,33.125675201416,983.119995,-0.9439303490109574,-1.0180587431877774
1997-10-09,22.31,970.619995,551840000.0,8061.41,49.66,14273.099609,0.648639,5.14,2,83.6521501912816,45.6695899963379,973.840027,-0.3306530755281756,-0.41556259689563557
1997-10-10,19.75,966.97998,500680000.0,8045.2,40.12,14273.099609,0.637069,5.14,2,83.6521501912816,43.3582153320312,970.619995,-0.3750195770487963,-0.20108144853071552
1997-10-13,20.26,968.099976,354800000.0,8072.22,29.9,14072.900391,0.606961,5.14,2,83.6521501912816,62.9466590881348,966.97998,0.11582411457990993,0.3358524337493174
1997-10-14,19.99,970.280029,510330000.0,8096.28,57.86,13836.599609,0.599578,5.08,2,83.6521501912816,35.6190071105957,968.099976,0.22518882905127047,0.29805926994059817
1997-10-15,20.05,965.719971,505310000.0,8057.97,44.92,13384.200195,0.593658,5.06,2,83.6521501912816,46.9645729064941,970.280029,-0.46997339569070373,-0.4731802753857317
1997-10-16,20.53,955.25,597010000.0,7938.87,67.5,13567.299805,0.589198,5.07,2,83.6521501912816,62.8968505859375,965.719971,-1.084162212070483,-1.478039754429472
1997-10-17,21.69,944.159973,624980000.0,7847.03,81.01,13601.0,0.586196,5.06,2,83.6521501912816,58.9949722290039,955.25,-1.1609554566867297,-1.1568397013680842
1997-10-20,20.72,955.609985,483880000.0,7921.44,64.29,12970.900391,0.584811,5.09,2,83.6521501912816,52.0089149475098,944.159973,1.2127194890097392,0.9482568564157301
1997-10-21,19.53,972.280029,582310000.0,8060.43,66.02,12403.099609,0.585393,5.07,2,83.6521501912816,58.711555480957,955.609985,1.7444401232370899,1.7546052232927378
1997-10-22,19.86,968.48999,613490000.0,8034.64,89.95,11637.799805,0.586309,5.16,2,83.6521501912816,62.3835716247559,972.280029,-0.3898094054135881,-0.3199581163784049
1997-10-23,22.99,950.690002,673270000.0,7847.76,86.34,10426.299805,0.587561,5.13,2,83.6521501912816,40.3971672058105,968.48999,-1.837911406807624,-2.325928728605142
1997-10-24,23.17,941.640015,677630000.0,7715.4,91.09,11144.299805,0.589149,5.15,2,83.6521501912816,85.5644760131836,950.690002,-0.9519388003409457,-1.686595920364542
1997-10-27,31.12,876.98999,693730000.0,7161.14,91.83,10498.200195,0.596787,5.08,2,83.6521501912816,79.22998046875,941.640015,-6.865683697607084,-7.183814189802207
1997-10-28,31.22,921.849976,1202550000.0,7498.31,160.97,9059.900391,0.601431,5.25,2,83.6521501912816,73.1883316040039,876.98999,5.115222124713181,4.708328562212172
1997-10-29,33.75,919.159973,777660000.0,7506.66,95.99,10765.299805,0.607267,5.19,2,83.6521501912816,51.854190826416,921.849976,-0.2918048565420772,0.1113584260986844
1997-10-30,38.2,903.679993,712230000.0,7381.67,77.16,10362.900391,0.614299,5.17,2,83.6521501912816,58.9866828918457,919.159973,-1.6841442681055585,-1.6650547647022784
1997-10-31,35.09,914.619995,638070000.0,7442.08,70.37,10623.799805,0.62253,5.21,2,83.6521501912816,75.9495239257812,903.679993,1.2106057547740745,0.8183784970067665
1997-11-03,32.09,938.98999,564740000.0,7674.39,67.16,11255.099609,0.648461,5.26,2,78.3938860998939,51.4145774841309,914.619995,2.664494012073293,3.1215735385806243
1997-11-04,32.24,940.76001,541590000.0,7689.12,56.33,10780.799805,0.655003,5.25,2,78.3938860998939,81.59033203125,938.98999,0.18850254197064764,0.1919370790381958
1997-11-05,32.18,942.76001,565680000.0,7692.56,56.78,10681.799805,0.66041,5.27,2,78.3938860998939,63.4260139465332,940.76001,0.2125940706174445,0.04473853965083485
1997-11-06,32.57,938.030029,522890000.0,7683.23,54.58,10412.599609,0.664684,5.31,2,78.3938860998939,59.0420150756836,942.76001,-0.5017163381802692,-0.12128602181848969
1997-11-07,36.27,927.51001,569980000.0,7581.32,66.15,10104.5,0.667827,5.31,2,78.3938860998939,39.6037139892578,938.030029,-1.1215013032381371,-1.326395279068826
1997-11-10,36.63,921.130005,464140000.0,7552.59,51.81,9992.799805,0.671475,5.32,2,78.3938860998939,58.4570808410645,927.51001,-0.6878637352927264,-0.37895775405865084
1997-11-11,36.38,923.780029,435660000.0,7558.72,47.53,10004.099609,0.672093,5.32,2,78.3938860998939,69.7732391357422,921.130005,0.28769272367803467,0.08116420989356943
1997-11-12,37.84,905.960022,585340000.0,7401.31,63.89,9607.900391,0.672578,5.3,2,78.3938860998939,74.7898635864258,923.780029,-1.9290314187989432,-2.082495448964905
1997-11-13,36.64,916.659973,653960000.0,7487.76,66.9,9720.799805,0.672931,5.27,2,78.3938860998939,70.8076705932617,905.960022,1.181062159495605,1.1680364692196354
1997-11-14,33.66,928.349976,635760000.0,7572.48,60.5,9957.299805,0.673152,5.27,2,78.3938860998939,57.7102394104004,916.659973,1.2752823668891633,1.1314465207218127
1997-11-17,31.58,946.200012,576540000.0,7698.21,64.88,10419.799805,0.67154,5.31,2,78.3938860998939,71.8561325073242,928.349976,1.9227701256492535,1.6603543356997985
1997-11-18,31.55,938.22998,521380000.0,7650.82,59.38,10245.200195,0.66827,5.31,2,78.3938860998939,76.4438705444336,946.200012,-0.8423200062271929,-0.6155976519216844
1997-11-19,29.93,944.590027,542720000.0,7724.73,50.76,10154.400391,0.663384,5.28,2,78.3938860998939,63.878719329834,938.22998,0.6778771874247802,0.9660402414381597
1997-11-20,27.32,958.97998,602610000.0,7826.6,61.63,10050.700195,0.656881,5.28,2,78.3938860998939,78.4813690185547,944.590027,1.5234072548597766,1.3187515939068417
1997-11-21,26.65,963.090027,611000000.0,7881.06,63.73,10548.200195,0.648758,5.25,2,78.3938860998939,92.9377746582031,958.97998,0.42858527661859824,0.6958321621138186
1997-11-24,29.8,946.669983,514920000.0,7767.92,52.42,10586.400391,0.615746,5.29,2,78.3938860998939,61.8345947265625,963.090027,-1.704933447514556,-1.4355936891737975
1997-11-25,28.95,950.820007,587890000.0,7808.95,56.36,10325.599609,0.603325,5.3,2,78.3938860998939,63.7032279968262,946.669983,0.43838128117770214,0.5281980246964357
1997-11-26,28.19,951.640015,487750000.0,7794.77,47.42,10590.099609,0.590371,5.26,2,78.3938860998939,36.9931411743164,950.820007,0.08624219031603264,-0.181586512911458
1997-11-28,27.43,955.400024,189070000.0,7823.12,20.08,10526.900391,0.562848,5.22,2,78.3938860998939,29.029317855835,951.640015,0.395108333060179,0.3637054076002233
1997-12-01,26.01,974.77002,590300000.0,8013.1,58.28,10750.900391,0.516984,5.27,2,88.7444790826105,72.0123443603516,955.400024,2.0274225992692685,2.4284428718976736
1997-12-02,25.66,971.679993,576120000.0,8018.82,55.75,11216.400391,0.501416,5.26,2,88.7444790826105,55.3551368713379,974.77002,-0.3170006192845465,0.0713831101571083
1997-12-03,23.92,976.77002,624610000.0,8032.0,63.02,11207.599609,0.486423,5.26,2,88.7444790826105,51.8746604919434,971.679993,0.5238377898761692,0.1643633352538254
1997-12-04,23.84,973.099976,633470000.0,8050.16,64.38,11474.900391,0.472,5.27,2,88.7444790826105,43.2208290100098,976.77002,-0.37573266222893364,0.22609561752988672
1997-12-05,22.65,983.789978,563590000.0,8149.13,60.71,11527.599609,0.458141,5.3,2,88.7444790826105,47.7639083862305,973.099976,1.0985512551281884,1.2294165581802075
1997-12-08,23.22,982.369995,490320000.0,8110.83,46.28,11722.900391,0.4202,5.29,2,88.7444790826105,36.8882827758789,983.789978,-0.144338022520496,-0.4699888208925418
1997-12-09,23.36,975.780029,539130000.0,8049.66,51.06,11490.700195,0.409157,5.27,2,88.7444790826105,36.5112686157227,982.369995,-0.6708232166638961,-0.7541768228405688
1997-12-10,24.55,969.789978,602290000.0,7978.79,62.99,11022.400391,0.39896,5.21,2,88.7444790826105,29.7625122070312,975.780029,-0.6138730883986976,-0.8804098558199969
1997-12-11,27.63,954.940002,631770000.0,7848.98,63.79,10420.200195,0.389605,5.2,2,88.7444790826105,40.2461471557617,969.789978,-1.5312569047810864,-1.6269384204873227
1997-12-12,27.92,953.390015,579280000.0,7838.29,55.52,10614.700195,0.381088,5.18,2,88.7444790826105,36.7748756408691,954.940002,-0.16231250096905292,-0.1361960407594287
1997-12-15,27.37,963.390015,597150000.0,7922.59,54.11,10435.200195,0.359669,5.23,2,88.7444790826105,41.5629577636719,953.390015,1.048888685917282,1.0754896795091895
1997-12-16,26.11,968.039978,623320000.0,7976.3,57.11,10346.400391,0.352748,5.23,2,88.7444790826105,61.7248649597168,963.390015,0.4826667214316238,0.6779348672593111
1997-12-17,26.33,965.539978,618900000.0,7957.4,56.99,10692.700195,0.345787,5.25,2,88.7444790826105,49.1205596923828,968.039978,-0.2582537970348131,-0.23695197021176284
1997-12-18,27.19,955.299988,618870000.0,7846.49,62.33,10754.099609,0.338784,5.24,2,88.7444790826105,29.3147583007812,965.539978,-1.0605454184518526,-1.3937969688591734
1997-12-19,29.18,946.780029,793200000.0,7756.28,98.69,10405.799805,0.331736,5.33,2,88.7444790826105,45.8381118774414,955.299988,-0.8918621487515321,-1.1496860379609286
1997-12-22,28.56,953.700012,530670000.0,7819.31,50.13,10172.5,0.310548,5.46,2,88.7444790826105,42.868522644043,946.780029,0.7308965956230651,0.8126318286601375
1997-12-23,29.86,939.130005,515070000.0,7691.76,40.54,10368.099609,0.303796,5.46,2,88.7444790826105,70.4052658081055,953.700012,-1.5277348030483195,-1.6312180998067638
1997-12-24,30.27,932.700012,265980000.0,7660.12,25.51,10342.400391,0.297237,5.38,2,88.7444790826105,37.3036880493164,939.130005,-0.684675493889686,-0.41134928806931814
1997-12-26,29.27,936.460022,154900000.0,7679.31,13.34,10342.400391,0.284688,5.35,2,88.7444790826105,57.9304351806641,932.700012,0.4031317627987807,0.2505182686433072
1997-12-29,26.79,953.349976,443160000.0,7792.4,35.19,10503.0,0.267964,5.45,2,88.7444790826105,28.1407451629639,936.460022,1.803595839994121,1.472658350815359
1997-12-30,24.38,970.840027,499500000.0,7915.96,43.62,10755.200195,0.263941,5.45,2,88.7444790826105,25.8794345855713,953.349976,1.8345887072220401,1.5856475540270143
1997-12-31,24.01,970.429993,467280000.0,7908.24,36.72,10722.799805,0.26081,5.36,2,88.7444790826105,58.733470916748,970.840027,-0.04223497060241721,-0.09752449481806869
1998-01-02,23.42,975.039978,366730000.0,7965.04,47.03,10680.599609,0.256853,5.32,2,91.0406241161061,60.0102806091309,970.429993,0.4750456017696525,0.7182381920629588
1998-01-05,24.36,977.070007,628070000.0,7978.99,67.56,10303.5,0.2553,5.23,2,91.0406241161061,52.9405822753906,975.039978,0.20819956574129606,0.17514036338799333
1998-01-06,25.66,966.580017,618360000.0,7906.25,60.2,10135.5,0.256601,5.22,2,91.0406241161061,47.322395324707,977.070007,-1.073617031005647,-0.9116442055949414
1998-01-07,25.07,964.0,667390000.0,7902.26,60.99,9538.599609,0.258889,5.23,2,91.0406241161061,39.7735404968262,966.580017,-0.2669222366098234,-0.05046640316205275
1998-01-08,26.01,956.049988,652140000.0,7802.62,63.72,9254.5,0.262165,5.13,2,91.0406241161061,65.3796234130859,964.0,-0.8246900414937808,-1.2609051081589384
1998-01-09,28.69,927.690002,746420000.0,7580.41,86.3,8894.599609,0.266431,5.05,2,91.0406241161061,38.6218643188477,956.049988,-2.9663706245452004,-2.8478895550468897
1998-01-12,28.02,939.210022,705450000.0,7647.17,80.34,8121.100098,0.284802,5.12,2,91.0406241161061,54.2451019287109,927.690002,1.241796287031649,0.8806911499509962
1998-01-13,25.17,952.119995,646740000.0,7732.12,69.01,8720.0,0.292282,5.17,2,91.0406241161061,86.47265625,939.210022,1.37455656323906,1.1108684650661615
1998-01-14,23.75,957.940002,603280000.0,7784.68,60.66,9226.599609,0.300382,5.18,2,91.0406241161061,78.2003707885742,952.119995,0.61126822570301,0.679761824700087
1998-01-15,23.45,950.72998,569050000.0,7691.76,55.9,8579.0,0.309105,5.13,2,91.0406241161061,57.4783401489258,957.940002,-0.752659037616854,-1.193626456064989
1998-01-16,21.65,961.51001,670080000.0,7753.54,72.62,8900.0,0.318454,5.15,2,91.0406241161061,73.8752822875977,950.72998,1.133868735263821,0.8031971876397481
1998-01-20,21.65,978.599976,644790000.0,7873.12,69.31,9433.700195,0.356245,5.14,3,91.0406241161061,77.6107406616211,961.51001,1.7774090568230205,1.5422632758714139
1998-01-21,22.53,970.809998,626160000.0,7794.4,69.13,9246.799805,0.362839,5.13,3,91.0406241161061,56.5487747192383,978.599976,-0.7960329236713637,-0.9998577438169454
1998-01-22,23.16,963.039978,646570000.0,7730.87,73.46,8883.700195,0.3681,5.13,3,91.0406241161061,43.624683380127,970.809998,-0.8003646456059554,-0.8150723596428211
1998-01-23,23.32,957.590027,635770000.0,7700.73,61.25,8920.200195,0.372029,5.17,3,91.0406241161061,28.942211151123,963.039978,-0.5659111900336966,-0.3898655649364202
1998-01-26,23.97,956.950012,555080000.0,7712.94,52.54,8973.900391,0.377712,5.22,2,91.0406241161061,62.8968505859375,957.590027,-0.06683601352919233,0.15855639660136145
1998-01-27,22.27,969.02002,679140000.0,7815.07,69.3,9252.400391,0.380069,5.24,2,91.0406241161061,62.3156318664551,956.950012,1.2612997386116431,1.3241383959942565
1998-01-28,22.06,977.460022,708470000.0,7915.46,73.51,9252.400391,0.382971,5.23,2,91.0406241161061,56.045223236084,969.02002,0.8709832434627973,1.2845694280409603
1998-01-29,21.65,985.48999,750760000.0,7973.01,77.77,9252.400391,0.386418,5.2,2,91.0406241161061,65.5953979492188,977.460022,0.8215137007414164,0.727058187395313
1998-01-30,21.47,980.280029,613380000.0,7906.5,53.67,9252.400391,0.390413,5.19,2,91.0406241161061,41.3381996154785,985.48999,-0.5286670643909863,-0.8341893463071015
1998-02-02,21.36,1001.27002,724320000.0,8107.78,64.72,10578.599609,0.404322,5.26,2,88.8194374253729,76.6122512817383,980.280029,2.1412239746853023,2.5457534939606674
1998-02-03,20.67,1006.0,692120000.0,8160.34,59.1,10525.5,0.40777,5.26,2,88.8194374253729,73.6838073730469,1001.27002,0.4723980450348497,0.6482662331735778
1998-02-04,20.55,1006.900024,695420000.0,8129.7,56.07,10302.599609,0.410398,5.11,2,88.8194374253729,79.7853012084961,1006.0,0.0894656063618271,-0.3754745513054658
1998-02-05,21.29,1003.539978,703980000.0,8117.24,60.11,10442.099609,0.412207,5.14,2,88.8194374253729,77.3696670532227,1006.900024,-0.3337020478609065,-0.15326518813731926
1998-02-06,20.51,1012.460022,569650000.0,8189.49,49.52,10485.900391,0.413196,5.17,2,88.8194374253729,50.5532417297363,1003.539978,0.8888578627208377,0.8900808649245251
1998-02-09,21.55,1010.73999,524810000.0,8180.52,45.45,10873.200195,0.411886,5.22,2,88.8194374253729,82.7242736816406,1012.460022,-0.16988641157428264,-0.10953063011248654
1998-02-10,20.66,1019.01001,642800000.0,8295.61,67.3,10859.700195,0.410865,5.21,2,88.8194374253729,93.5389099121094,1010.73999,0.8182143856799273,1.4068787803220406
1998-02-11,20.38,1020.01001,599300000.0,8314.54,50.19,10793.400391,0.409655,5.22,2,88.8194374253729,95.9767150878906,1019.01001,0.09813446287931793,0.22819298399996413
1998-02-12,19.73,1024.140015,611480000.0,8369.59,57.83,10620.0,0.408258,5.22,2,88.8194374253729,54.483024597168,1020.01001,0.4048984774178921,0.6620931524774498
1998-02-13,19.84,1020.090027,531940000.0,8370.09,44.03,10274.599609,0.406671,5.22,2,88.8194374253729,69.0693817138672,1024.140015,-0.3954525690513133,0.005974008284748145
1998-02-17,20.76,1022.76001,605890000.0,8398.49,57.18,10232.0,0.397909,5.2,2,88.8194374253729,101.820732116699,1020.090027,0.2617399375868912,0.33930340056080865
1998-02-18,19.66,1032.079956,606000000.0,8451.05,55.0,10671.0,0.394852,5.2,2,88.8194374253729,101.649185180664,1022.76001,0.9112544398367728,0.6258267855292932
1998-02-19,19.88,1028.280029,581820000.0,8375.57,54.34,10581.299805,0.391429,5.21,2,88.8194374253729,92.9005355834961,1032.079956,-0.36818145511974265,-0.8931434555469409
1998-02-20,19.0,1034.209961,594300000.0,8413.93,57.23,10600.0,0.387639,5.21,2,88.8194374253729,81.1903839111328,1028.280029,0.5766845443615942,0.4579986794928548
1998-02-23,18.99,1038.140015,550730000.0,8410.2,47.94,10685.200195,0.373326,5.28,2,88.8194374253729,110.174095153809,1034.209961,0.38000542909100155,-0.044331245921935825
1998-02-24,19.35,1030.560059,589880000.0,8370.09,53.39,10683.299805,0.366602,5.27,2,88.8194374253729,141.645263671875,1038.140015,-0.7301477537208778,-0.47692088178641345
1998-02-25,18.62,1042.900024,611350000.0,8457.77,47.54,10886.700195,0.358776,5.31,2,88.8194374253729,89.9208450317383,1030.560059,1.1974037701377727,1.0475395127172993
1998-02-26,18.63,1048.670044,646280000.0,8490.66,49.39,11224.799805,0.349845,5.34,2,88.8194374253729,43.709659576416,1042.900024,0.5532668393149809,0.3888731899779563
1998-02-27,18.55,1049.339966,574480000.0,8545.71,55.15,11480.700195,0.339806,5.32,2,88.8194374253729,92.4975280761719,1048.670044,0.06388301104174321,0.6483594914882929
1998-03-02,19.19,1047.699951,591470000.0,8550.44,55.6,11318.799805,0.304324,5.26,2,78.3883227840344,70.0097732543945,1049.339966,-0.15629014934517294,0.05534940923577203
1998-03-03,19.04,1052.02002,612360000.0,8584.82,57.2,11425.5,0.292456,5.23,2,78.3883227840344,76.3417434692383,1047.699951,0.41233837950229724,0.40208457108639184
1998-03-04,19.58,1047.329956,644280000.0,8539.24,51.38,11350.799805,0.280782,5.19,2,78.3883227840344,58.0134468078613,1052.02002,-0.44581509009684606,-0.5309371658345774
1998-03-05,20.93,1035.050049,648270000.0,8444.32,57.11,10803.700195,0.269296,5.18,2,78.3883227840344,64.9523086547852,1047.329956,-1.1724964925953207,-1.1115743321419735
1998-03-06,19.14,1055.689941,665500000.0,8569.38,56.18,10919.5,0.257994,5.15,2,78.3883227840344,51.9845008850098,1035.050049,1.9940960362198057,1.4809955094075011
1998-03-09,20.23,1052.310059,624700000.0,8567.14,60.73,10994.099609,0.226036,5.11,2,78.3883227840344,72.0123443603516,1055.689941,-0.3201585871698831,-0.026139580693118614
1998-03-10,19.43,1064.25,631920000.0,8643.11,52.66,10898.599609,0.217206,5.09,2,78.3883227840344,68.4414825439453,1052.310059,1.134640964217959,0.886760342424675
1998-03-11,18.89,1068.469971,655260000.0,8675.75,48.62,11118.900391,0.209429,5.09,2,78.3883227840344,38.7283821105957,1064.25,0.396520648343901,0.3776418441972851
1998-03-12,18.25,1069.920044,594940000.0,8659.55,46.11,10902.5,0.202703,5.08,2,78.3883227840344,84.0753173828125,1068.469971,0.13571490442945144,-0.18672737227329872
1998-03-13,18.71,1068.609985,597800000.0,8602.51,48.87,11057.0,0.197023,5.09,2,78.3883227840344,80.388671875,1069.920044,-0.12244457025986089,-0.658694735869636
1998-03-16,18.51,1079.27002,548980000.0,8718.84,49.98,11181.5,0.185852,5.12,2,78.3883227840344,54.304386138916,1068.609985,0.9975608640789391,1.352279741610296
1998-03-17,18.66,1080.449951,680960000.0,8749.98,51.72,11255.5,0.183547,5.14,2,78.3883227840344,58.2227439880371,1079.27002,0.10932676514077144,0.3571576035344082
1998-03-18,18.29,1085.52002,632690000.0,8775.39,48.74,11121.700195,0.181882,5.17,2,78.3883227840344,42.6145057678223,1080.449951,0.4692553315687853,0.2904006637729495
1998-03-19,17.76,1089.73999,598240000.0,8803.04,54.71,11445.0,0.180857,5.18,2,78.3883227840344,53.3831977844238,1085.52002,0.3887510061767463,0.3150857112903305
1998-03-20,18.69,1099.160034,717310000.0,8906.42,78.6,11564.200195,0.180471,5.19,2,78.3883227840344,50.3599815368652,1089.73999,0.8644304225267518,1.1743670368418169
1998-03-23,19.98,1095.550049,631350000.0,8816.25,52.57,11594.299805,0.182655,5.17,2,78.3883227840344,73.1481857299805,1099.160034,-0.32843124643667787,-1.0124157630113984
1998-03-24,20.51,1105.650024,605720000.0,8904.43,46.28,11645.400391,0.183834,5.17,2,78.3883227840344,67.2765197753906,1095.550049,0.9219090455264256,1.0001984970934297
1998-03-25,22.54,1101.930054,676550000.0,8872.79,59.39,11810.599609,0.185157,5.18,2,78.3883227840344,64.2083587646484,1105.650024,-0.33645094914772633,-0.3553287520930537
1998-03-26,22.81,1100.800049,606770000.0,8846.88,52.24,11757.900391,0.186624,5.22,2,78.3883227840344,64.8417510986328,1101.930054,-0.10254779746664555,-0.29201637816291814
1998-03-27,23.47,1095.439941,582190000.0,8796.07,57.39,11735.5,0.188236,5.21,2,78.3883227840344,49.5152130126953,1100.800049,-0.4869283940229785,-0.5743267683070097
1998-03-30,24.66,1093.599976,497400000.0,8782.12,44.03,11503.799805,0.194345,5.18,2,78.3883227840344,67.7489624023438,1095.439941,-0.1679658492569125,-0.15859355371203865
1998-03-31,24.22,1101.75,674930000.0,8799.8,61.77,11518.700195,0.197342,5.16,2,78.3883227840344,56.039680480957,1093.599976,0.7452472731217519,0.20131813275152677
1998-04-01,23.37,1108.150024,677310000.0,8868.31,79.54,11331.400391,0.200889,5.12,2,73.2001392609339,49.615550994873,1101.75,0.5808962105740889,0.7785404213732194
1998-04-02,21.98,1120.01001,674340000.0,8986.64,74.63,11189.700195,0.204716,5.1,2,73.2001392609339,67.7838592529297,1108.150024,1.070250935626027,1.3343015749336606
1998-04-03,21.82,1122.699951,653880000.0,8983.4,65.52,11052.700195,0.208823,5.08,2,73.2001392609339,52.8601226806641,1120.01001,0.2401711570417131,-0.03605351944664381
1998-04-06,22.47,1121.380005,625810000.0,9033.22,76.62,11052.700195,0.22249,5.1,2,73.2001392609339,44.5137901306152,1122.699951,-0.11756890154172028,0.5545784446868707
1998-04-07,23.66,1109.550049,670760000.0,8956.49,74.58,11049.400391,0.227019,5.07,2,73.2001392609339,68.9434356689453,1121.380005,-1.0549462222665618,-0.8494202510289761
1998-04-08,23.17,1101.650024,616330000.0,8891.48,71.63,11314.5,0.231478,5.06,2,73.2001392609339,23.9607067108154,1109.550049,-0.7120025822287102,-0.7258423779851308
1998-04-09,21.51,1110.670044,548940000.0,8994.86,56.62,11342.0,0.235869,5.07,2,73.2001392609339,38.3467330932617,1101.650024,0.8187736398578727,1.1626860770085568
1998-04-13,22.77,1109.689941,564480000.0,9012.29,62.32,11342.0,0.253732,5.19,2,73.2001392609339,53.4285087585449,1110.670044,-0.08824429949241264,0.1937773350558114
1998-04-14,21.61,1115.75,613730000.0,9110.19,61.98,11420.299805,0.259706,5.16,2,73.2001392609339,69.8117523193359,1109.689941,0.5461038057656742,1.0862943824488491
1998-04-15,20.89,1119.319946,685020000.0,9162.26,67.26,11371.099609,0.266572,5.08,2,73.2001392609339,57.9546813964844,1115.75,0.3199593098812459,0.5715577830978313
1998-04-16,22.06,1108.170044,699570000.0,9076.56,64.98,11187.799805,0.274332,5.04,2,73.2001392609339,40.0829277038574,1119.319946,-0.9961318066246672,-0.9353587433668209
1998-04-17,20.76,1122.719971,672290000.0,9167.49,62.81,11001.299805,0.28299,5.05,2,73.2001392609339,61.2358436584473,1108.170044,1.312968806437076,1.0018112588910277
